#,Segmentname_FV2410,Segmentgruppe_FV2410,Segment_FV2410,Datenelement_FV2410,Segment ID_FV2410,Code_FV2410,Beschreibung_FV2410,Bedingungsausdruck_FV2410,Bedingung_FV2410,Änderung,Segmentname_FV2504,Segmentgruppe_FV2504,Segment_FV2504,Datenelement_FV2504,Segment ID_FV2504,Code_FV2504,Beschreibung_FV2504,Bedingungsausdruck_FV2504,Bedingung_FV2504
11,Nachrichtendatum,,DTM,,00003,,,Muss,,,Nachrichtendatum,,DTM,,00003,,,Muss,
12,Nachrichtendatum,,DTM,2005,00003,137,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,,DTM,2005,00003,137,Dokumenten-/ Nachrichtendatum/-zeit,X,
13,Nachrichtendatum,,DTM,2380,00003,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",,Nachrichtendatum,,DTM,2380,00003,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
14,Nachrichtendatum,,DTM,2379,00003,303,CCYYMMDDHHMMZZZ,X,,,Nachrichtendatum,,DTM,2379,00003,303,CCYYMMDDHHMMZZZ,X,
15,Ausführungsdatum,,DTM,,00004,,,Muss,,,Ausführungsdatum,,DTM,,00004,,,Muss,
16,Ausführungsdatum,,DTM,2005,00004,203,Ausführungsdatum/-zeit,X,,,Ausführungsdatum,,DTM,2005,00004,203,Ausführungsdatum/-zeit,X,
17,Ausführungsdatum,,DTM,2380,00004,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],,,Ausführungsdatum,,DTM,2380,00004,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],
18,Ausführungsdatum,,DTM,2379,00004,303,CCYYMMDDHHMMZZZ,X,,,Ausführungsdatum,,DTM,2379,00004,303,CCYYMMDDHHMMZZZ,X,
19,,,,,,,,,,NEU,Lieferrichtung,,IMD,,00011,,,Muss,
20,,,,,,,,,,NEU,Lieferrichtung,,IMD,7081,00011,Z14,Lieferrichtung,X,
21,,,,,,,,,,NEU,Lieferrichtung,,IMD,7009,00011,Z06,Erzeugung,X,
22,,,,,,,,,,NEU,Lieferrichtung,,IMD,7009,,Z07,Verbrauch,X,
23,Kundenanlage nach §20 Abs.1d EnWG ,,IMD,,00012,,,Soll [172],[172] Wenn es sich bei der in SG2 LOC+172 DE3225 genannten Lokation um die Integration in eine Kundenanlage oder Herauslösung aus einer Kundenanlage nach §20 Abs.1d EnWG handelt. Details siehe UTILMD AHB Strom.,,Kundenanlage nach §20 Abs.1d EnWG ,,IMD,,00012,,,Soll [172],[172] Wenn es sich bei der in SG2 LOC+172 DE3225 genannten Lokation um die Integration in eine Kundenanlage oder Herauslösung aus einer Kundenanlage nach §20 Abs.1d EnWG handelt. Details siehe UTILMD AHB Strom.
24,Kundenanlage nach §20 Abs.1d EnWG ,,IMD,7081,00012,Z66,Beendigung Konfiguration aufgrund Überführung der Marktlokation zu ruhender Marktlokation,X,,,Kundenanlage nach §20 Abs.1d EnWG ,,IMD,7081,00012,Z66,Beendigung Konfiguration aufgrund Überführung der Marktlokation zu ruhender Marktlokation,X,
25,Kundenanlage nach §20 Abs.1d EnWG ,,IMD,7081,,Z67,Aktivierung Konfiguration in der derzeit ruhenden Marktlokation,X,,,Kundenanlage nach §20 Abs.1d EnWG ,,IMD,7081,,Z67,Aktivierung Konfiguration in der derzeit ruhenden Marktlokation,X,
26,Prüfidentifikator,SG1,,,,,,Muss,,,Prüfidentifikator,SG1,,,,,,Muss,
27,Prüfidentifikator,SG1,RFF,,00020,,,Muss,,,Prüfidentifikator,SG1,RFF,,00020,,,Muss,
28,Prüfidentifikator,SG1,RFF,1153,00020,Z13,Prüfidentifikator,X,,,Prüfidentifikator,SG1,RFF,1153,00020,Z13,Prüfidentifikator,X,
29,Prüfidentifikator,SG1,RFF,1154,00020,17134,Einrichtung Konfiguration aufgrund Zuordnung LF von NB an MSB,X,,,Prüfidentifikator,SG1,RFF,1154,00020,17134,Einrichtung Konfiguration aufgrund Zuordnung LF von NB an MSB,X,
30,MP-ID Absender,SG2,,,,,,Muss,,,MP-ID Absender,SG2,,,,,,Muss,
31,MP-ID Absender,SG2,NAD,,00021,,,Muss,,,MP-ID Absender,SG2,NAD,,00021,,,Muss,
32,MP-ID Absender,SG2,NAD,3035,00021,Nachrichtenaussteller bzw. -absender,,MS,,,MP-ID Absender,SG2,NAD,3035,00021,Nachrichtenaussteller bzw. -absender,,MS,
33,MP-ID Absender,SG2,NAD,3039,00021,,MP-ID,X [61],[61] MP-ID nur aus Sparte Strom,,MP-ID Absender,SG2,NAD,3039,00021,,MP-ID,X [61],[61] MP-ID nur aus Sparte Strom
34,MP-ID Absender,SG2,NAD,3055,00021,9,GS1,X,,,MP-ID Absender,SG2,NAD,3055,00021,9,GS1,X,
35,MP-ID Absender,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MP-ID Absender,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
36,Ansprechpartner,SG5,,,,,,Kann,,,Ansprechpartner,SG5,,,,,,Kann,
37,Ansprechpartner,SG5,CTA,,00022,,,Muss,,,Ansprechpartner,SG5,CTA,,00022,,,Muss,
38,Ansprechpartner,SG5,CTA,3139,00022,,,IC,,,Ansprechpartner,SG5,CTA,3139,00022,,,IC,
39,Ansprechpartner,SG5,CTA,3412,00022,,Kontakt,X,,,Ansprechpartner,SG5,CTA,3412,00022,,Kontakt,X,
40,Kommunikationsverbindung,SG5,COM,,00023,,,Muss,,,Kommunikationsverbindung,SG5,COM,,00023,,,Muss,
41,Kommunikationsverbindung,SG5,COM,3148,00023,,"Kommunikationsadresse, Identifikation",X (([939] [147]) ∨ ([940] [148])) ∧ [567],"[147] wenn im DE3155 in demselben COM der Code EM vorhanden ist
[148] wenn im DE3155 in demselben COM der Code TE / FX / AJ / AL vorhanden ist
[567] Hinweis: Es darf nur eine Information im DE3148 übermittelt werden
[939] Format: Die Zeichenkette muss die Zeichen @ und . enthalten
[940] Format: Die Zeichenkette muss mit dem Zeichen + beginnen und danach dürfen nur noch Ziffern folgen",,Kommunikationsverbindung,SG5,COM,3148,00023,,"Kommunikationsadresse, Identifikation",X (([939] [147]) ∨ ([940] [148])) ∧ [567],"[147] wenn im DE3155 in demselben COM der Code EM vorhanden ist
[148] wenn im DE3155 in demselben COM der Code TE / FX / AJ / AL vorhanden ist
[567] Hinweis: Es darf nur eine Information im DE3148 übermittelt werden
[939] Format: Die Zeichenkette muss die Zeichen @ und . enthalten
[940] Format: Die Zeichenkette muss mit dem Zeichen + beginnen und danach dürfen nur noch Ziffern folgen"
42,Kommunikationsverbindung,SG5,COM,3155,00023,EM,Elektronische Post,X [1P0..1],,,Kommunikationsverbindung,SG5,COM,3155,00023,EM,Elektronische Post,X [1P0..1],
43,Kommunikationsverbindung,SG5,COM,3155,,FX,Telefax,X [1P0..1],,,Kommunikationsverbindung,SG5,COM,3155,,FX,Telefax,X [1P0..1],
44,Kommunikationsverbindung,SG5,COM,3155,,TE,Telefon,X [1P0..1],,,Kommunikationsverbindung,SG5,COM,3155,,TE,Telefon,X [1P0..1],
45,Kommunikationsverbindung,SG5,COM,3155,,AJ,weiteres Telefon,X [1P0..1],,,Kommunikationsverbindung,SG5,COM,3155,,AJ,weiteres Telefon,X [1P0..1],
46,Kommunikationsverbindung,SG5,COM,3155,,AL,Handy,X [1P0..1],,,Kommunikationsverbindung,SG5,COM,3155,,AL,Handy,X [1P0..1],
47,MP-ID Empfänger,SG2,,,,,,Muss,,,MP-ID Empfänger,SG2,,,,,,Muss,
48,MP-ID Empfänger,SG2,NAD,,00024,,,Muss,,,MP-ID Empfänger,SG2,NAD,,00024,,,Muss,
49,MP-ID Empfänger,SG2,NAD,3035,00024,,,MR,,,MP-ID Empfänger,SG2,NAD,3035,00024,,,MR,
50,MP-ID Empfänger,SG2,NAD,3039,00024,,MP-ID,X [61],[61] MP-ID nur aus Sparte Strom,,MP-ID Empfänger,SG2,NAD,3039,00024,,MP-ID,X [61],[61] MP-ID nur aus Sparte Strom
51,MP-ID Empfänger,SG2,NAD,3055,00024,9,GS1,X,,,MP-ID Empfänger,SG2,NAD,3055,00024,9,GS1,X,
52,MP-ID Empfänger,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MP-ID Empfänger,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
53,Meldepunkt,SG2,,,,,,Muss,,,Meldepunkt,SG2,,,,,,Muss,
54,Meldepunkt,SG2,NAD,,00026,,,Muss,,,Meldepunkt,SG2,NAD,,00026,,,Muss,
55,Meldepunkt,SG2,NAD,3035,00026,,,DP,,,Meldepunkt,SG2,NAD,3035,00026,,,DP,
56,Meldepunkt,SG2,LOC,,00027,,,Muss,,,Meldepunkt,SG2,LOC,,00027,,,Muss,
57,Meldepunkt,SG2,LOC,3227,00027,,,172,,,Meldepunkt,SG2,LOC,3227,00027,,,172,
58,Meldepunkt,SG2,LOC,3225,00027,,Identifikator,X [950] [521],"[521] Hinweis: Verwendung der ID der Marktlokation
[950] Format: Marktlokations-ID",,Meldepunkt,SG2,LOC,3225,00027,,Identifikator,X [950] [521],"[521] Hinweis: Verwendung der ID der Marktlokation
[950] Format: Marktlokations-ID"
59,Referenz auf ID der Tranche,SG3,,,,,,Soll [2096] ∧ [2002] ∧ [166],"[166] Wenn es sich um die Einrichtung der Konfigurationen aufgrund einer Zuordnung eines LF zu einer Tranche handelt
[2002] Ist mindestens zwei Mal anzugeben
[2096] Die SG3 Referenz auf die ID der Tranche ist so oft zu wiederholen, wie ab dem DTM+203 (Ausführungsdatum) Tranchen zu der in der SG2 genannten Marktlokation vorhanden sind.",,Referenz auf ID der Tranche,SG3,,,,,,Soll [2096] ∧ [2002] ∧ [166],"[166] Wenn es sich um die Einrichtung der Konfigurationen aufgrund einer Zuordnung eines LF zu einer Tranche handelt
[2002] Ist mindestens zwei Mal anzugeben
[2096] Die SG3 Referenz auf die ID der Tranche ist so oft zu wiederholen, wie ab dem DTM+203 (Ausführungsdatum) Tranchen zu der in der SG2 genannten Marktlokation vorhanden sind."
60,Referenz auf ID der Tranche,SG3,RFF,,00029,,,Muss,,,Referenz auf ID der Tranche,SG3,RFF,,00029,,,Muss,
61,Referenz auf ID der Tranche,SG3,RFF,1153,00029,Z20,Tranche,X,,,Referenz auf ID der Tranche,SG3,RFF,1153,00029,Z20,Tranche,X,
62,Referenz auf ID der Tranche,SG3,RFF,1154,00029,,ID der Tranche,X [950],[950] Format: Marktlokations-ID,,Referenz auf ID der Tranche,SG3,RFF,1154,00029,,ID der Tranche,X [950],[950] Format: Marktlokations-ID
63,Referenz auf die ID der Marktlokation der Kundenanlage,SG3,,,,,,Muss [173] ⊻ [174],"[173] Wenn IMD++Z66 (Beendigung Konfiguration aufgrund Überführung der Marktlokation zu ruhender Marktlokation) vorhanden
[174] Wenn IMD++Z67 (Aktivierung Konfiguration in der derzeit ruhenden Marktlokation) vorhanden",,Referenz auf die ID der Marktlokation der Kundenanlage,SG3,,,,,,Muss [173] ⊻ [174],"[173] Wenn IMD++Z66 (Beendigung Konfiguration aufgrund Überführung der Marktlokation zu ruhender Marktlokation) vorhanden
[174] Wenn IMD++Z67 (Aktivierung Konfiguration in der derzeit ruhenden Marktlokation) vorhanden"
64,Referenz auf die ID der Marktlokation der Kundenanlage,SG3,RFF,,00032,,,Muss,,,Referenz auf die ID der Marktlokation der Kundenanlage,SG3,RFF,,00032,,,Muss,
65,Referenz auf die ID der Marktlokation der Kundenanlage,SG3,RFF,1153,00032,Z59,Marktlokation Kundenanlage,X,,,Referenz auf die ID der Marktlokation der Kundenanlage,SG3,RFF,1153,00032,Z59,Marktlokation Kundenanlage,X,
66,Referenz auf die ID der Marktlokation der Kundenanlage,SG3,RFF,1154,00032,,ID der Marktlokation,X [950],[950] Format: Marktlokations-ID,,Referenz auf die ID der Marktlokation der Kundenanlage,SG3,RFF,1154,00032,,ID der Marktlokation,X [950],[950] Format: Marktlokations-ID
67,Lieferant der Lokation,SG2,,,,,,Muss ([167] ∧ [176] ∧ [2098]) ⊻ ((([168] ∧ [176]) ⊻ [175]) ∧ [2099]),"[167] Wenn SG2 NAD+DP (Meldepunkt), SG3 RFF+Z20 (Referenz auf ID der Tranche) vorhanden
[168] Wenn SG2 NAD+DP (Meldepunkt), SG3 RFF+Z20 (Referenz auf ID der Tranche) nicht vorhanden
[175] Wenn SG2 NAD+DP (Meldepunkt), SG3 RFF+Z59 (Referenz auf die ID der Marktlokation der Kundenanlage) vorhanden
[176] Wenn SG2 NAD+DP (Meldepunkt), SG3 RFF+Z59 (Referenz auf die ID der Marktlokation der Kundenanlage) nicht vorhanden
[2098] Die SG2 Lieferant an der Lokation ist so oft zu wiederholen, dass für alle in SG3 Referenz auf ID der Tranche genannten Tranchen genau eine SG2 Lieferant der Lokation vorhanden ist.
[2099] Die SG2 Lieferant an der Lokation ist genau einmal anzugeben.",,Lieferant der Lokation,SG2,,,,,,Muss ([167] ∧ [176] ∧ [2098]) ⊻ ((([168] ∧ [176]) ⊻ [175]) ∧ [2099]),"[167] Wenn SG2 NAD+DP (Meldepunkt), SG3 RFF+Z20 (Referenz auf ID der Tranche) vorhanden
[168] Wenn SG2 NAD+DP (Meldepunkt), SG3 RFF+Z20 (Referenz auf ID der Tranche) nicht vorhanden
[175] Wenn SG2 NAD+DP (Meldepunkt), SG3 RFF+Z59 (Referenz auf die ID der Marktlokation der Kundenanlage) vorhanden
[176] Wenn SG2 NAD+DP (Meldepunkt), SG3 RFF+Z59 (Referenz auf die ID der Marktlokation der Kundenanlage) nicht vorhanden
[2098] Die SG2 Lieferant an der Lokation ist so oft zu wiederholen, dass für alle in SG3 Referenz auf ID der Tranche genannten Tranchen genau eine SG2 Lieferant der Lokation vorhanden ist.
[2099] Die SG2 Lieferant an der Lokation ist genau einmal anzugeben."
68,Lieferant der Lokation,SG2,NAD,,00044,,,Muss,,,Lieferant der Lokation,SG2,NAD,,00044,,,Muss,
69,Lieferant der Lokation,SG2,NAD,3035,00044,,,SU,,,Lieferant der Lokation,SG2,NAD,3035,00044,,,SU,
70,Lieferant der Lokation,SG2,NAD,3039,00044,,MP-ID,X [61],[61] MP-ID nur aus Sparte Strom,,Lieferant der Lokation,SG2,NAD,3039,00044,,MP-ID,X [61],[61] MP-ID nur aus Sparte Strom
71,Lieferant der Lokation,SG2,NAD,3055,00044,9,GS1,X,,,Lieferant der Lokation,SG2,NAD,3055,00044,9,GS1,X,
72,Lieferant der Lokation,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,Lieferant der Lokation,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
73,Referenz auf die ID der Lokation,SG3,,,,,,Muss,,,Referenz auf die ID der Lokation,SG3,,,,,,Muss,
74,Referenz auf die ID der Lokation,SG3,RFF,,00045,,,Muss,,,Referenz auf die ID der Lokation,SG3,RFF,,00045,,,Muss,
75,Referenz auf die ID der Lokation,SG3,RFF,1153,00045,Z18,Marktlokation,X [168] ∧ [176],,,Referenz auf die ID der Lokation,SG3,RFF,1153,00045,Z18,Marktlokation,X [168] ∧ [176],
76,Referenz auf die ID der Lokation,SG3,RFF,1153,,Z20,Tranche,X [167] ∧ [176],,,Referenz auf die ID der Lokation,SG3,RFF,1153,,Z20,Tranche,X [167] ∧ [176],
77,Referenz auf die ID der Lokation,SG3,RFF,1153,,Z59,Marktlokation Kundenanlage,X [175],"[167] Wenn SG2 NAD+DP (Meldepunkt), SG3 RFF+Z20 (Referenz auf ID der Tranche) vorhanden
[168] Wenn SG2 NAD+DP (Meldepunkt), SG3 RFF+Z20 (Referenz auf ID der Tranche) nicht vorhanden
[175] Wenn SG2 NAD+DP (Meldepunkt), SG3 RFF+Z59 (Referenz auf die ID der Marktlokation der Kundenanlage) vorhanden
[176] Wenn SG2 NAD+DP (Meldepunkt), SG3 RFF+Z59 (Referenz auf die ID der Marktlokation der Kundenanlage) nicht vorhanden",,Referenz auf die ID der Lokation,SG3,RFF,1153,,Z59,Marktlokation Kundenanlage,X [175],"[167] Wenn SG2 NAD+DP (Meldepunkt), SG3 RFF+Z20 (Referenz auf ID der Tranche) vorhanden
[168] Wenn SG2 NAD+DP (Meldepunkt), SG3 RFF+Z20 (Referenz auf ID der Tranche) nicht vorhanden
[175] Wenn SG2 NAD+DP (Meldepunkt), SG3 RFF+Z59 (Referenz auf die ID der Marktlokation der Kundenanlage) vorhanden
[176] Wenn SG2 NAD+DP (Meldepunkt), SG3 RFF+Z59 (Referenz auf die ID der Marktlokation der Kundenanlage) nicht vorhanden"
78,Referenz auf die ID der Lokation,SG3,RFF,1154,00045,,ID der Lokation,X [950],[950] Format: Marktlokations-ID,,Referenz auf die ID der Lokation,SG3,RFF,1154,00045,,ID der Lokation,X [950],[950] Format: Marktlokations-ID
79,ÜNB der Marktlokation,SG2,,,,,,Muss [163],[163] Wenn innerhalb der Nachricht eine SG30 CCI+++ZA9 (Messprodukt für Übertragungsnetzbetreiber relevant) vorhanden ist. ,,ÜNB der Marktlokation,SG2,,,,,,Muss [163],[163] Wenn innerhalb der Nachricht eine SG30 CCI+++ZA9 (Messprodukt für Übertragungsnetzbetreiber relevant) vorhanden ist. 
80,ÜNB der Marktlokation,SG2,NAD,,00046,,,Muss,,,ÜNB der Marktlokation,SG2,NAD,,00046,,,Muss,
81,ÜNB der Marktlokation,SG2,NAD,3035,00046,,,Z31,,,ÜNB der Marktlokation,SG2,NAD,3035,00046,,,Z31,
82,ÜNB der Marktlokation,SG2,NAD,3039,00046,,MP-ID,X [61],[61] MP-ID nur aus Sparte Strom,,ÜNB der Marktlokation,SG2,NAD,3039,00046,,MP-ID,X [61],[61] MP-ID nur aus Sparte Strom
83,ÜNB der Marktlokation,SG2,NAD,3055,00046,9,GS1,X,,,ÜNB der Marktlokation,SG2,NAD,3055,00046,9,GS1,X,
84,ÜNB der Marktlokation,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,ÜNB der Marktlokation,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
85,Referenz auf die ID der Marktlokation,SG3,,,,,,Muss,,,Referenz auf die ID der Marktlokation,SG3,,,,,,Muss,
86,Referenz auf die ID der Marktlokation,SG3,RFF,,00047,,,Muss,,,Referenz auf die ID der Marktlokation,SG3,RFF,,00047,,,Muss,
87,Referenz auf die ID der Marktlokation,SG3,RFF,1153,00047,Z18,Marktlokation,X,,,Referenz auf die ID der Marktlokation,SG3,RFF,1153,00047,Z18,Marktlokation,X,
88,Referenz auf die ID der Marktlokation,SG3,RFF,1154,00047,,ID der Marktlokation,X [950],[950] Format: Marktlokations-ID,,Referenz auf die ID der Marktlokation,SG3,RFF,1154,00047,,ID der Marktlokation,X [950],[950] Format: Marktlokations-ID
89,MSB der Marktlokation,SG2,,,,,,Muss [173],[173] Wenn IMD++Z66 (Beendigung Konfiguration aufgrund Überführung der Marktlokation zu ruhender Marktlokation) vorhanden,,MSB der Marktlokation,SG2,,,,,,Muss [173],[173] Wenn IMD++Z66 (Beendigung Konfiguration aufgrund Überführung der Marktlokation zu ruhender Marktlokation) vorhanden
90,MSB der Marktlokation,SG2,NAD,,00048,,,Muss [572],"[572] Hinweis: MSB der Marktlokation der Kundenanlage, in der die betroffene Lokation integriert wird. ",,MSB der Marktlokation,SG2,NAD,,00048,,,Muss [572],"[572] Hinweis: MSB der Marktlokation der Kundenanlage, in der die betroffene Lokation integriert wird. "
91,MSB der Marktlokation,SG2,NAD,3035,00048,,,DEB,,,MSB der Marktlokation,SG2,NAD,3035,00048,,,DEB,
92,MSB der Marktlokation,SG2,NAD,3039,00048,,MP-ID,X [61],[61] MP-ID nur aus Sparte Strom,,MSB der Marktlokation,SG2,NAD,3039,00048,,MP-ID,X [61],[61] MP-ID nur aus Sparte Strom
93,MSB der Marktlokation,SG2,NAD,3055,00048,9,GS1,X,,,MSB der Marktlokation,SG2,NAD,3055,00048,9,GS1,X,
94,MSB der Marktlokation,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MSB der Marktlokation,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
95,Referenz auf die ID der Marktlokation der Kundenanlage,SG3,,,,,,Muss,,,Referenz auf die ID der Marktlokation der Kundenanlage,SG3,,,,,,Muss,
96,Referenz auf die ID der Marktlokation der Kundenanlage,SG3,RFF,,00049,,,Muss,,,Referenz auf die ID der Marktlokation der Kundenanlage,SG3,RFF,,00049,,,Muss,
97,Referenz auf die ID der Marktlokation der Kundenanlage,SG3,RFF,1153,00049,Z59,Marktlokation Kundenanlage,X,,,Referenz auf die ID der Marktlokation der Kundenanlage,SG3,RFF,1153,00049,Z59,Marktlokation Kundenanlage,X,
98,Referenz auf die ID der Marktlokation der Kundenanlage,SG3,RFF,1154,00049,,ID der Marktlokation,X [950],[950] Format: Marktlokations-ID,,Referenz auf die ID der Marktlokation der Kundenanlage,SG3,RFF,1154,00049,,ID der Marktlokation,X [950],[950] Format: Marktlokations-ID
99,Erforderliches Produkt der Marktlokation,SG29,,,,,,Muss [2089] ∧ [93] ∧ [177],"[93] Wenn in derselben Nachricht eine SG29 mit Z16 in LIN DE1229 (Erforderliches Produkt der Tranche) nicht vorhanden
[177] Wenn IMD++Z66 (Beendigung Konfiguration aufgrund Überführung der Marktlokation zu ruhender Marktlokation) nicht vorhanden
[2089] Die SG29 ist so oft zu wiederholen, dass alle Messprodukte ab dem DTM+203 (Ausführungsdatum) zu der in der SG2 genannten Marktlokation genannt sind.",,Erforderliches Produkt der Marktlokation,SG29,,,,,,Muss [2089] ∧ [93] ∧ [177],"[93] Wenn in derselben Nachricht eine SG29 mit Z16 in LIN DE1229 (Erforderliches Produkt der Tranche) nicht vorhanden
[177] Wenn IMD++Z66 (Beendigung Konfiguration aufgrund Überführung der Marktlokation zu ruhender Marktlokation) nicht vorhanden
[2089] Die SG29 ist so oft zu wiederholen, dass alle Messprodukte ab dem DTM+203 (Ausführungsdatum) zu der in der SG2 genannten Marktlokation genannt sind."
100,Erforderliches Produkt der Marktlokation,SG29,LIN,,00072,,,Muss,,,Erforderliches Produkt der Marktlokation,SG29,LIN,,00072,,,Muss,
101,Erforderliches Produkt der Marktlokation,SG29,LIN,1082,00072,,Positionsnummer,X [911],"[911] Format: Mögliche Werte: 1 bis n, je Nachricht oder Segmentgruppe bei 1 beginnend und fortlaufend aufsteigend",,Erforderliches Produkt der Marktlokation,SG29,LIN,1082,00072,,Positionsnummer,X [911],"[911] Format: Mögliche Werte: 1 bis n, je Nachricht oder Segmentgruppe bei 1 beginnend und fortlaufend aufsteigend"
102,Erforderliches Produkt der Marktlokation,SG29,LIN,1229,00072,Marktlokation,,Z54,,,Erforderliches Produkt der Marktlokation,SG29,LIN,1229,00072,Marktlokation,,Z54,
103,Erforderliches Produkt der Marktlokation,SG29,PIA,,00073,,,Muss,,,Erforderliches Produkt der Marktlokation,SG29,PIA,,00073,,,Muss,
104,Erforderliches Produkt der Marktlokation,SG29,PIA,4347,00073,,,5,,,Erforderliches Produkt der Marktlokation,SG29,PIA,4347,00073,,,5,
105,Erforderliches Produkt der Marktlokation,SG29,PIA,7140,00073,,Produkt-Code,X [95],"[95] Messprodukt-Code aus dem Kapitel 2.1 ""Standard- Messprodukte der Marktlokation"" der Codeliste der Konfigurationen",,Erforderliches Produkt der Marktlokation,SG29,PIA,7140,00073,,Produkt-Code,X [95],"[95] Messprodukt-Code aus dem Kapitel 2.1 ""Standard- Messprodukte der Marktlokation"" der Codeliste der Konfigurationen"
106,Erforderliches Produkt der Marktlokation,SG29,PIA,7143,00073,Z11,Produkt,X,,,Erforderliches Produkt der Marktlokation,SG29,PIA,7143,00073,Z11,Produkt,X,
107,Zugeordnete Zählzeitdefinition,SG30,,,,,,Muss [76],"[76] Wenn in derselben SG29 mit Z54 in LIN DE1229 (Erforderliches Produkt der Marktlokation) das PIA+5 DE7140 mit einem Messprodukt aus Codeliste der Konfigurationen Kapitel 2.1.1 ""Standard-Messprodukt der Marktlokation mit der Wahlmöglichkeit der Zuordnung einer Zählzeit"" vorhanden ist",,Zugeordnete Zählzeitdefinition,SG30,,,,,,Muss [76],"[76] Wenn in derselben SG29 mit Z54 in LIN DE1229 (Erforderliches Produkt der Marktlokation) das PIA+5 DE7140 mit einem Messprodukt aus Codeliste der Konfigurationen Kapitel 2.1.1 ""Standard-Messprodukt der Marktlokation mit der Wahlmöglichkeit der Zuordnung einer Zählzeit"" vorhanden ist"
108,Zugeordnete Zählzeitdefinition,SG30,CCI,,00074,,,Muss,,,Zugeordnete Zählzeitdefinition,SG30,CCI,,00074,,,Muss,
