#,Segmentname_FV2404,Segmentgruppe_FV2404,Segment_FV2404,Datenelement_FV2404,Segment ID_FV2404,Code_FV2404,Beschreibung_FV2404,Bedingungsausdruck_FV2404,Bedingung_FV2404,Änderung,Segmentname_FV2410,Segmentgruppe_FV2410,Segment_FV2410,Datenelement_FV2410,Segment ID_FV2410,Code_FV2410,Beschreibung_FV2410,Bedingungsausdruck_FV2410,Bedingung_FV2410
11,Nachrichtendatum,,DTM,,00003,,,Muss,,,Nachrichtendatum,,DTM,,00003,,,Muss,
12,Nachrichtendatum,,DTM,2005,00003,137,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,,DTM,2005,00003,137,Dokumenten-/ Nachrichtendatum/-zeit,X,
13,Nachrichtendatum,,DTM,2380,00003,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",,Nachrichtendatum,,DTM,2380,00003,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
14,Nachrichtendatum,,DTM,2379,00003,303,CCYYMMDDHHMMZZZ,X,,,Nachrichtendatum,,DTM,2379,00003,303,CCYYMMDDHHMMZZZ,X,
15,Ausführungsdatum,,DTM,,00004,,,Muss,,,Ausführungsdatum,,DTM,,00004,,,Muss,
16,Ausführungsdatum,,DTM,2005,00004,203,Ausführungsdatum/-zeit,X,,,Ausführungsdatum,,DTM,2005,00004,203,Ausführungsdatum/-zeit,X,
17,Ausführungsdatum,,DTM,2380,00004,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],,,Ausführungsdatum,,DTM,2380,00004,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],
18,Ausführungsdatum,,DTM,2379,00004,303,CCYYMMDDHHMMZZZ,X,,,Ausführungsdatum,,DTM,2379,00004,303,CCYYMMDDHHMMZZZ,X,
19,Lieferrichtung,,IMD,,00011,,,Muss,,,Lieferrichtung,,IMD,,00011,,,Muss,
20,Lieferrichtung,,IMD,7081,00011,Z14,Lieferrichtung,X,,,Lieferrichtung,,IMD,7081,00011,Z14,Lieferrichtung,X,
21,Lieferrichtung,,IMD,7009,00011,Z06,Erzeugung,X,,,Lieferrichtung,,IMD,7009,00011,Z06,Erzeugung,X,
22,Lieferrichtung,,IMD,7009,,Z07,Verbrauch,X,,,Lieferrichtung,,IMD,7009,,Z07,Verbrauch,X,
23,Prüfidentifikator,SG1,,,,,,Muss,,,Prüfidentifikator,SG1,,,,,,Muss,
24,Prüfidentifikator,SG1,RFF,,00019,,,Muss,,,Prüfidentifikator,SG1,RFF,,00019,,,Muss,
25,Prüfidentifikator,SG1,RFF,1153,00019,Z13,Prüfidentifikator,X,,,Prüfidentifikator,SG1,RFF,1153,00019,Z13,Prüfidentifikator,X,
26,Prüfidentifikator,SG1,RFF,1154,00019,17121,Bestellung Änderung,X,,,Prüfidentifikator,SG1,RFF,1154,00019,17121,Bestellung Änderung,X,
27,MP-ID Absender,SG2,,,,,,Muss,,,MP-ID Absender,SG2,,,,,,Muss,
28,MP-ID Absender,SG2,NAD,,00020,,,Muss,,,MP-ID Absender,SG2,NAD,,00020,,,Muss,
29,MP-ID Absender,SG2,NAD,3035,00020,Nachrichtenaussteller bzw. -absender,,MS,,,MP-ID Absender,SG2,NAD,3035,00020,Nachrichtenaussteller bzw. -absender,,MS,
30,MP-ID Absender,SG2,NAD,3039,00020,,MP-ID,X [61],[61] MP-ID nur aus Sparte Strom,,MP-ID Absender,SG2,NAD,3039,00020,,MP-ID,X [61],[61] MP-ID nur aus Sparte Strom
31,MP-ID Absender,SG2,NAD,3055,00020,9,GS1,X,,,MP-ID Absender,SG2,NAD,3055,00020,9,GS1,X,
32,MP-ID Absender,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MP-ID Absender,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
33,Ansprechpartner,SG5,,,,,,Kann,,,Ansprechpartner,SG5,,,,,,Kann,
34,Ansprechpartner,SG5,CTA,,00021,,,Muss,,,Ansprechpartner,SG5,CTA,,00021,,,Muss,
35,Ansprechpartner,SG5,CTA,3139,00021,,,IC,,,Ansprechpartner,SG5,CTA,3139,00021,,,IC,
36,Ansprechpartner,SG5,CTA,3412,00021,,Kontakt,X,,,Ansprechpartner,SG5,CTA,3412,00021,,Kontakt,X,
37,Kommunikationsverbindung,SG5,COM,,00022,,,Muss,,,Kommunikationsverbindung,SG5,COM,,00022,,,Muss,
38,Kommunikationsverbindung,SG5,COM,3148,00022,,"Kommunikationsadresse, Identifikation",X,,,Kommunikationsverbindung,SG5,COM,3148,00022,,"Kommunikationsadresse, Identifikation",X,
39,Kommunikationsverbindung,SG5,COM,3155,00022,EM,Elektronische Post,X [1P0..1],,,Kommunikationsverbindung,SG5,COM,3155,00022,EM,Elektronische Post,X [1P0..1],
40,Kommunikationsverbindung,SG5,COM,3155,,FX,Telefax,X [1P0..1],,,Kommunikationsverbindung,SG5,COM,3155,,FX,Telefax,X [1P0..1],
